"","x"
"17176","6"
"17177","4"
"17178","0"
"17179","0"
"17180","1"
"17181","26"
"17182","2"
"17183","15"
"17184","1"
"17185","1"
"17186","2"
"17187","0"
"17188","16"
"17189","0"
"17190","1"
"17191","3"
"17192","7"
"17193","1"
"17194","5"
"17195","38"
"17196","18"
"17197","23"
"17198","2"
"17199","2"
"17200","31"
"17201","0"
"17202","8"
"17203","7"
"17204","9"
"17205","10"
"17206","11"
"17207","4"
"17208","3"
"17209","22"
"17210","7"
"17211","14"
"17212","14"
"17213","14"
"17214","5"
"17215","1"
"17216","8"
"17217","0"
"17218","3"
"17219","0"
"17220","1"
"17221","2"
"17222","7"
"17223","0"
"17224","5"
"17225","10"
"17226","3"
"17227","3"
"17228","2"
"17229","17"
"17230","1"
"17231","6"
"17232","34"
"17233","2"
"17234","34"
"17235","3"
"17236","15"
"17237","18"
"17238","8"
"17239","1"
"17240","3"
"17241","1"
"17242","2"
"17243","0"
"17244","5"
"17245","17"
"17246","7"
"17247","1"
"17248","29"
"17249","2"
"17250","15"
"17251","13"
"17252","0"
"17253","11"
"17254","1"
"17255","3"
"17256","1"
"17257","4"
"17258","5"
"17259","31"
"17260","11"
"17261","20"
"17262","29"
"17263","1"
"17264","0"
"17265","13"
"17266","27"
"17267","2"
"17268","3"
"17269","1"
"17270","8"
"17271","3"
"17272","0"
"17273","11"
"17274","29"
"17275","15"
"17276","1"
"17277","3"
"17278","15"
"17279","29"
"17280","1"
"17281","32"
"17282","11"
"17283","10"
"17284","5"
"17285","0"
"17286","11"
"17287","23"
"17288","27"
"17289","5"
"17290","5"
"17291","22"
"17292","2"
"17293","2"
"17294","9"
"17295","6"
"17296","9"
"17297","2"
"17298","12"
"17299","10"
"17300","1"
"17301","1"
"17302","1"
"17303","10"
"17304","8"
"17305","0"
"17306","2"
"17307","4"
"17308","4"
"17309","2"
"17310","18"
"17311","11"
"17312","7"
"17313","30"
"17314","0"
"17315","29"
"17316","2"
"17317","1"
"17318","23"
"17319","5"
"17320","1"
"17321","2"
"17322","12"
"17323","17"
"17324","14"
"17325","20"
"17326","4"
"17327","3"
"17328","1"
"17329","4"
"17330","3"
"17331","2"
"17332","11"
"17333","4"
"17334","30"
"17335","22"
"17336","2"
"17337","25"
"17338","8"
"17339","3"
"17340","3"
"17341","7"
"17342","11"
"17343","17"
"17344","0"
"17345","3"
"17346","7"
"17347","0"
"17348","1"
"17349","11"
"17350","9"
"17351","11"
"17352","3"
"17353","15"
"17354","4"
"17355","4"
"17356","16"
"17357","9"
"17358","8"
"17359","12"
"17360","1"
"17361","2"
"17362","0"
"17363","3"
"17364","11"
"17365","3"
"17366","1"
"17367","21"
"17368","2"
"17369","9"
"17370","22"
"17371","5"
"17372","4"
"17373","2"
"17374","0"
"17375","3"
"17376","9"
"17377","0"
"17378","7"
"17379","4"
"17380","1"
"17381","1"
"17382","23"
"17383","0"
"17384","1"
"17385","0"
"17386","24"
"17387","2"
"17388","17"
"17389","5"
"17390","10"
"17391","1"
"17392","0"
"17393","24"
"17394","1"
"17395","4"
"17396","4"
"17397","0"
"17398","24"
"17399","20"
"17400","0"
"17401","6"
"17402","3"
"17403","4"
"17404","3"
"17405","0"
"17406","1"
"17407","2"
"17408","24"
"17409","12"
"17410","2"
"17411","0"
"17412","10"
"17413","0"
"17414","0"
"17415","2"
"17416","1"
"17417","29"
"17418","5"
"17419","3"
"17420","7"
"17421","7"
"17422","17"
"17423","7"
"17424","3"
"17425","1"
"17426","9"
"17427","0"
"17428","6"
"17429","13"
"17430","2"
"17431","1"
"17432","8"
"17433","4"
"17434","16"
"17435","21"
"17436","4"
"17437","12"
"17438","26"
"17439","4"
"17440","23"
"17441","2"
"17442","0"
"17443","30"
"17444","17"
"17445","4"
"17446","13"
"17447","24"
"17448","11"
"17449","9"
"17450","2"
"17451","4"
"17452","13"
"17453","0"
"17454","2"
"17455","20"
"17456","11"
"17457","0"
"17458","21"
"17459","17"
"17460","3"
"17461","0"
"17462","0"
"17463","14"
"17464","21"
"17465","1"
"17466","9"
"17467","3"
"17468","6"
"17469","0"
"17470","5"
"17471","6"
"17472","9"
"17473","20"
"17474","31"
"17475","11"
"17476","2"
"17477","0"
"17478","0"
"17479","5"
"17480","1"
"17481","3"
"17482","3"
"17483","5"
"17484","1"
"17485","7"
"17486","2"
"17487","1"
"17488","5"
"17489","30"
"17490","0"
"17491","6"
"17492","5"
"17493","4"
"17494","0"
"17495","0"
"17496","9"
"17497","1"
"17498","13"
"17499","7"
"17500","4"
"17501","6"
"17502","5"
"17503","0"
"17504","5"
"17505","8"
"17506","1"
"17507","25"
"17508","3"
"17509","5"
"17510","6"
"17511","2"
"17512","22"
"17513","1"
"17514","5"
"17515","1"
"17516","5"
"17517","5"
"17518","3"
"17519","1"
"17520","0"
"17521","3"
"17522","6"
"17523","7"
"17524","7"
"17525","6"
"17526","30"
"17527","16"
"17528","7"
"17529","1"
"17530","14"
"17531","1"
"17532","33"
"17533","10"
"17534","5"
"17535","1"
"17536","4"
"17537","4"
"17538","6"
"17539","13"
"17540","9"
"17541","1"
"17542","21"
"17543","6"
"17544","1"
"17545","12"
"17546","2"
"17547","9"
"17548","9"
"17549","19"
"17550","2"
"17551","2"
"17552","13"
"17553","11"
"17554","2"
"17555","2"
"17556","1"
"17557","0"
"17558","1"
"17559","19"
"17560","19"
"17561","2"
"17562","1"
"17563","0"
"17564","16"
"17565","8"
"17566","25"
"17567","5"
"17568","2"
"17569","10"
"17570","1"
"17571","5"
"17572","19"
"17573","6"
"17574","15"
"17575","12"
"17576","3"
"17577","3"
"17578","23"
"17579","4"
"17580","0"
"17581","10"
"17582","5"
"17583","25"
"17584","4"
"17585","1"
"17586","5"
"17587","1"
"17588","1"
"17589","3"
"17590","18"
"17591","1"
"17592","19"
"17593","3"
"17594","7"
"17595","6"
"17596","1"
"17597","19"
"17598","4"
"17599","2"
"17600","0"
"17601","5"
"17602","25"
"17603","1"
"17604","12"
"17605","2"
"17606","3"
"17607","7"
"17608","2"
"17609","6"
"17610","9"
"17611","10"
"17612","22"
"17613","4"
"17614","29"
"17615","1"
"17616","1"
"17617","27"
"17618","7"
"17619","5"
"17620","0"
"17621","7"
"17622","2"
"17623","6"
"17624","2"
"17625","14"
"17626","1"
"17627","0"
"17628","2"
"17629","3"
"17630","6"
"17631","2"
"17632","6"
"17633","5"
"17634","1"
"17635","3"
"17636","0"
"17637","4"
"17638","7"
"17639","12"
"17640","1"
"17641","0"
"17642","2"
"17643","1"
"17644","3"
"17645","3"
"17646","6"
"17647","6"
"17648","6"
"17649","7"
"17650","3"
"17651","6"
"17652","2"
"17653","19"
"17654","3"
"17655","4"
"17656","27"
"17657","10"
"17658","0"
"17659","2"
"17660","23"
"17661","3"
"17662","10"
"17663","5"
"17664","0"
"17665","0"
"17666","3"
"17667","2"
"17668","12"
"17669","2"
"17670","16"
"17671","6"
"17672","25"
"17673","9"
"17674","9"
"17675","4"
"17676","15"
"17677","6"
"17678","4"
"17679","3"
"17680","9"
"17681","26"
"17682","5"
"17683","7"
"17684","12"
"17685","2"
"17686","0"
"17687","0"
"17688","22"
"17689","0"
"17690","0"
"17691","15"
"17692","0"
"17693","1"
"17694","0"
"17695","2"
"17696","4"
"17697","15"
"17698","3"
"17699","0"
"17700","1"
"17701","3"
"17702","2"
"17703","8"
"17704","0"
"17705","7"
"17706","1"
"17707","3"
"17708","4"
"17709","1"
"17710","5"
"17711","6"
"17712","3"
"17713","10"
"17714","9"
"17715","26"
"17716","9"
"17717","10"
"17718","16"
"17719","3"
"17720","29"
"17721","1"
"17722","2"
"17723","3"
"17724","3"
"17725","1"
"17726","0"
"17727","0"
"17728","3"
"17729","8"
"17730","6"
"17731","3"
"17732","6"
"17733","1"
"17734","23"
"17735","1"
"17736","4"
"17737","2"
"17738","0"
"17739","15"
"17740","2"
"17741","0"
"17742","1"
"17743","29"
"17744","0"
"17745","0"
"17746","1"
"17747","0"
"17748","6"
"17749","2"
"17750","1"
"17751","4"
"17752","6"
"17753","1"
"17754","9"
"17755","17"
"17756","4"
"17757","24"
"17758","2"
"17759","26"
"17760","1"
"17761","0"
"17762","0"
"17763","16"
"17764","6"
"17765","3"
"17766","8"
"17767","0"
"17768","6"
"17769","1"
"17770","1"
"17771","18"
"17772","6"
"17773","1"
"17774","3"
"17775","13"
"17776","12"
"17777","1"
"17778","21"
"17779","0"
"17780","1"
"17781","4"
"17782","3"
"17783","2"
"17784","17"
"17785","3"
"17786","14"
"17787","8"
"17788","2"
"17789","4"
"17790","9"
"17791","0"
"17792","4"
"17793","16"
"17794","2"
"17795","2"
"17796","0"
"17797","6"
"17798","7"
"17799","0"
"17800","2"
"17801","0"
"17802","1"
"17803","1"
"17804","0"
"17805","1"
"17806","6"
"17807","1"
"17808","2"
"17809","27"
"17810","10"
"17811","3"
"17812","14"
"17813","2"
"17814","0"
"17815","7"
"17816","2"
"17817","0"
"17818","10"
"17819","0"
"17820","0"
"17821","6"
"17822","6"
"17823","1"
"17824","8"
"17825","0"
"17826","11"
"17827","3"
"17828","0"
"17829","1"
"17830","13"
"17831","1"
"17832","11"
"17833","23"
"17834","15"
"17835","5"
"17836","11"
"17837","0"
"17838","2"
"17839","8"
"17840","23"
"17841","10"
"17842","6"
"17843","2"
"17844","8"
"17845","3"
"17846","8"
"17847","5"
"17848","3"
"17849","0"
"17850","6"
"17851","9"
"17852","1"
"17853","7"
"17854","1"
"17855","4"
"17856","0"
"17857","13"
"17858","3"
"17859","25"
"17860","23"
"17861","5"
"17862","2"
"17863","17"
"17864","5"
"17865","9"
"17866","11"
"17867","18"
"17868","12"
"17869","1"
"17870","10"
"17871","9"
"17872","0"
"17873","7"
"17874","4"
"17875","2"
"17876","27"
"17877","7"
"17878","7"
"17879","5"
"17880","1"
"17881","11"
"17882","14"
"17883","1"
"17884","17"
"17885","0"
"17886","9"
"17887","2"
"17888","6"
"17889","5"
"17890","6"
"17891","18"
"17892","8"
"17893","9"
"17894","5"
"17895","8"
"17896","0"
"17897","13"
"17898","2"
"17899","0"
"17900","0"
"17901","22"
"17902","6"
"17903","13"
"17904","23"
"17905","35"
"17906","2"
"17907","0"
"17908","17"
"17909","1"
"17910","0"
"17911","10"
"17912","13"
"17913","1"
"17914","2"
"17915","3"
"17916","0"
"17917","25"
"17918","7"
"17919","8"
"17920","35"
"17921","26"
"17922","2"
"17923","8"
"17924","22"
"17925","19"
"17926","16"
"17927","1"
"17928","8"
"17929","0"
"17930","10"
"17931","5"
"17932","13"
"17933","0"
"17934","5"
"17935","12"
"17936","5"
"17937","4"
"17938","8"
"17939","2"
"17940","15"
"17941","5"
"17942","0"
"17943","9"
"17944","20"
"17945","13"
"17946","9"
"17947","16"
"17948","0"
"17949","23"
"17950","7"
"17951","23"
"17952","2"
"17953","28"
"17954","25"
"17955","0"
"17956","7"
"17957","2"
"17958","11"
"17959","3"
"17960","4"
"17961","4"
"17962","1"
"17963","19"
"17964","5"
"17965","4"
"17966","23"
"17967","2"
"17968","12"
"17969","26"
"17970","1"
"17971","5"
"17972","31"
"17973","21"
"17974","13"
"17975","3"
"17976","2"
"17977","2"
"17978","1"
"17979","4"
"17980","6"
"17981","6"
"17982","1"
"17983","3"
"17984","2"
"17985","5"
"17986","9"
"17987","11"
"17988","6"
"17989","11"
"17990","3"
"17991","0"
"17992","9"
"17993","15"
"17994","23"
"17995","1"
"17996","9"
"17997","2"
"17998","10"
"17999","2"
"18000","0"
"18001","5"
"18002","6"
"18003","1"
"18004","0"
"18005","0"
"18006","1"
"18007","4"
"18008","0"
"18009","1"
"18010","8"
"18011","4"
"18012","1"
"18013","6"
"18014","1"
"18015","6"
"18016","1"
"18017","5"
"18018","29"
"18019","25"
"18020","2"
"18021","4"
"18022","3"
"18023","4"
"18024","0"
"18025","11"
"18026","0"
"18027","2"
"18028","7"
"18029","5"
"18030","4"
"18031","3"
"18032","1"
"18033","18"
"18034","0"
"18035","9"
"18036","1"
"18037","1"
"18038","25"
"18039","10"
"18040","0"
"18041","4"
"18042","1"
"18043","1"
"18044","0"
"18045","26"
"18046","3"
"18047","7"
"18048","0"
"18049","0"
"18050","5"
"18051","9"
"18052","1"
"18053","1"
"18054","0"
"18055","15"
"18056","2"
"18057","0"
"18058","27"
"18059","4"
"18060","4"
"18061","8"
"18062","1"
"18063","1"
"18064","12"
"18065","1"
"18066","2"
"18067","0"
"18068","3"
"18069","17"
"18070","2"
"18071","4"
"18072","0"
"18073","8"
"18074","5"
"18075","0"
"18076","19"
"18077","2"
"18078","2"
"18079","22"
"18080","14"
"18081","25"
"18082","1"
"18083","4"
"18084","6"
"18085","22"
"18086","0"
"18087","24"
"18088","2"
"18089","10"
"18090","1"
"18091","25"
"18092","0"
"18093","7"
"18094","3"
"18095","13"
"18096","4"
"18097","3"
"18098","20"
"18099","4"
"18100","0"
"18101","15"
"18102","4"
"18103","0"
"18104","21"
"18105","13"
"18106","5"
"18107","9"
"18108","7"
"18109","7"
"18110","11"
"18111","8"
"18112","6"
"18113","3"
"18114","6"
"18115","0"
"18116","4"
"18117","0"
"18118","28"
"18119","30"
"18120","5"
"18121","1"
"18122","4"
"18123","4"
"18124","15"
"18125","1"
"18126","23"
"18127","1"
"18128","4"
"18129","8"
"18130","0"
"18131","11"
"18132","5"
"18133","3"
"18134","1"
"18135","0"
"18136","10"
"18137","2"
"18138","1"
"18139","4"
"18140","37"
"18141","18"
"18142","0"
"18143","8"
"18144","1"
"18145","6"
"18146","2"
"18147","0"
"18148","7"
"18149","11"
"18150","6"
"18151","6"
"18152","13"
"18153","0"
"18154","5"
"18155","0"
"18156","4"
"18157","32"
"18158","1"
"18159","10"
"18160","7"
"18161","2"
"18162","8"
"18163","3"
"18164","14"
"18165","16"
"18166","4"
"18167","0"
"18168","5"
"18169","10"
"18170","24"
"18171","18"
"18172","2"
"18173","2"
"18174","9"
"18175","18"
"18176","0"
"18177","3"
"18178","5"
"18179","0"
"18180","22"
"18181","5"
"18182","3"
"18183","16"
"18184","1"
"18185","0"
"18186","3"
"18187","34"
"18188","0"
"18189","22"
"18190","6"
"18191","0"
"18192","39"
"18193","12"
"18194","18"
"18195","27"
"18196","0"
"18197","3"
"18198","3"
"18199","5"
"18200","13"
"18201","4"
"18202","8"
"18203","0"
"18204","13"
"18205","14"
"18206","2"
"18207","0"
"18208","2"
"18209","4"
"18210","0"
"18211","3"
"18212","6"
"18213","31"
"18214","8"
"18215","2"
"18216","3"
"18217","2"
"18218","2"
"18219","1"
"18220","8"
"18221","3"
"18222","7"
"18223","12"
"18224","6"
"18225","2"
"18226","9"
"18227","0"
"18228","5"
"18229","7"
"18230","2"
"18231","5"
"18232","0"
"18233","1"
"18234","4"
"18235","22"
"18236","1"
"18237","8"
"18238","1"
"18239","7"
"18240","11"
"18241","1"
"18242","3"
"18243","9"
"18244","1"
"18245","26"
"18246","2"
"18247","1"
"18248","0"
"18249","11"
"18250","2"
"18251","7"
"18252","1"
"18253","14"
"18254","34"
"18255","5"
"18256","0"
"18257","0"
"18258","0"
"18259","4"
"18260","10"
"18261","9"
"18262","0"
"18263","10"
"18264","1"
"18265","4"
"18266","1"
"18267","6"
"18268","5"
"18269","7"
"18270","0"
"18271","1"
"18272","2"
"18273","0"
"18274","2"
"18275","8"
"18276","0"
"18277","0"
"18278","0"
"18279","10"
"18280","8"
"18281","10"
"18282","2"
"18283","30"
"18284","0"
"18285","3"
"18286","0"
"18287","1"
"18288","1"
"18289","1"
"18290","13"
"18291","0"
"18292","0"
"18293","14"
"18294","2"
"18295","6"
"18296","0"
"18297","8"
"18298","0"
"18299","33"
"18300","6"
"18301","6"
"18302","4"
"18303","17"
"18304","9"
"18305","2"
"18306","3"
"18307","0"
"18308","1"
"18309","11"
"18310","22"
"18311","13"
"18312","18"
"18313","14"
"18314","21"
"18315","0"
"18316","18"
"18317","5"
"18318","5"
"18319","8"
"18320","22"
"18321","2"
"18322","4"
"18323","24"
"18324","1"
"18325","7"
"18326","10"
"18327","9"
"18328","9"
"18329","6"
"18330","11"
"18331","8"
"18332","21"
"18333","1"
"18334","4"
"18335","0"
"18336","0"
"18337","9"
"18338","12"
"18339","1"
"18340","0"
"18341","0"
"18342","3"
"18343","4"
"18344","0"
"18345","4"
"18346","3"
"18347","0"
"18348","0"
"18349","3"
"18350","1"
"18351","10"
"18352","3"
"18353","2"
"18354","0"
"18355","4"
"18356","4"
"18357","1"
"18358","1"
"18359","1"
"18360","5"
"18361","0"
"18362","1"
"18363","14"
"18364","13"
"18365","2"
"18366","9"
"18367","1"
"18368","2"
"18369","2"
"18370","14"
"18371","18"
"18372","0"
"18373","1"
"18374","25"
"18375","2"
"18376","7"
"18377","7"
"18378","11"
"18379","2"
"18380","21"
"18381","28"
"18382","11"
"18383","2"
"18384","1"
"18385","8"
"18386","5"
"18387","16"
"18388","2"
"18389","20"
"18390","3"
"18391","0"
"18392","25"
"18393","11"
"18394","0"
"18395","0"
"18396","21"
"18397","0"
"18398","8"
"18399","3"
"18400","31"
"18401","5"
"18402","5"
"18403","3"
"18404","4"
"18405","1"
"18406","9"
"18407","10"
"18408","1"
"18409","5"
"18410","4"
"18411","10"
"18412","1"
"18413","13"
"18414","1"
"18415","16"
"18416","8"
"18417","19"
"18418","2"
"18419","28"
"18420","9"
"18421","4"
"18422","21"
"18423","6"
"18424","13"
"18425","11"
"18426","6"
"18427","1"
"18428","0"
"18429","7"
"18430","11"
"18431","5"
"18432","8"
"18433","15"
"18434","10"
"18435","3"
"18436","2"
"18437","10"
"18438","1"
"18439","3"
"18440","1"
"18441","3"
"18442","0"
"18443","6"
"18444","2"
"18445","10"
"18446","9"
"18447","6"
"18448","26"
"18449","4"
"18450","5"
"18451","9"
"18452","0"
"18453","5"
"18454","5"
"18455","2"
"18456","4"
"18457","8"
"18458","3"
"18459","10"
"18460","3"
"18461","7"
"18462","9"
"18463","5"
"18464","15"
"18465","8"
"18466","2"
"18467","2"
"18468","19"
"18469","2"
"18470","1"
"18471","0"
"18472","7"
"18473","0"
"18474","6"
"18475","1"
"18476","16"
"18477","11"
"18478","0"
"18479","35"
"18480","6"
"18481","11"
"18482","5"
"18483","1"
"18484","17"
"18485","5"
"18486","0"
"18487","16"
"18488","10"
"18489","8"
"18490","13"
"18491","0"
"18492","7"
"18493","12"
"18494","14"
"18495","4"
"18496","7"
"18497","9"
"18498","38"
"18499","1"
"18500","15"
"18501","3"
"18502","0"
"18503","0"
"18504","3"
"18505","1"
"18506","5"
"18507","20"
"18508","2"
"18509","1"
"18510","1"
"18511","6"
"18512","12"
"18513","0"
"18514","0"
"18515","13"
"18516","14"
"18517","16"
"18518","15"
"18519","1"
"18520","7"
"18521","31"
"18522","3"
"18523","0"
"18524","1"
"18525","0"
"18526","6"
"18527","6"
"18528","6"
"18529","3"
"18530","8"
"18531","6"
"18532","3"
"18533","4"
"18534","4"
"18535","10"
"18536","0"
"18537","12"
"18538","25"
"18539","21"
"18540","16"
"18541","19"
"18542","1"
"18543","7"
"18544","5"
"18545","6"
"18546","24"
"18547","12"
"18548","13"
"18549","1"
"18550","5"
"18551","9"
"18552","7"
"18553","23"
"18554","2"
"18555","9"
"18556","16"
"18557","16"
"18558","0"
"18559","6"
"18560","1"
"18561","0"
"18562","5"
"18563","6"
"18564","2"
"18565","3"
"18566","6"
"18567","2"
"18568","0"
"18569","1"
"18570","14"
"18571","3"
"18572","4"
"18573","3"
"18574","14"
"18575","3"
"18576","24"
"18577","17"
"18578","2"
"18579","5"
"18580","2"
"18581","1"
"18582","10"
"18583","9"
"18584","3"
"18585","0"
"18586","4"
"18587","0"
"18588","11"
"18589","2"
"18590","4"
"18591","0"
"18592","0"
"18593","6"
"18594","4"
"18595","2"
"18596","0"
"18597","10"
"18598","3"
"18599","16"
"18600","0"
"18601","0"
"18602","11"
"18603","13"
"18604","0"
"18605","8"
"18606","0"
"18607","0"
"18608","16"
"18609","7"
"18610","9"
"18611","1"
"18612","11"
"18613","5"
"18614","1"
"18615","8"
"18616","2"
"18617","10"
"18618","6"
"18619","0"
"18620","16"
"18621","2"
"18622","2"
"18623","5"
"18624","24"
"18625","27"
"18626","5"
"18627","5"
"18628","3"
"18629","24"
"18630","9"
"18631","3"
"18632","16"
"18633","4"
"18634","3"
"18635","9"
"18636","2"
"18637","9"
"18638","2"
"18639","3"
"18640","2"
"18641","1"
"18642","0"
"18643","16"
"18644","8"
"18645","6"
"18646","9"
"18647","1"
"18648","9"
"18649","5"
"18650","6"
"18651","0"
"18652","6"
"18653","6"
"18654","16"
"18655","1"
"18656","1"
"18657","1"
"18658","5"
"18659","2"
"18660","1"
"18661","19"
"18662","1"
"18663","8"
"18664","1"
"18665","2"
"18666","2"
"18667","0"
"18668","13"
"18669","7"
"18670","3"
"18671","4"
"18672","6"
"18673","5"
"18674","5"
"18675","0"
"18676","1"
"18677","7"
"18678","1"
"18679","0"
"18680","12"
"18681","14"
"18682","16"
"18683","8"
"18684","4"
"18685","0"
"18686","9"
"18687","0"
"18688","14"
"18689","26"
"18690","5"
"18691","22"
"18692","10"
"18693","32"
"18694","9"
"18695","10"
"18696","4"
"18697","16"
"18698","2"
"18699","7"
"18700","2"
"18701","11"
"18702","10"
"18703","1"
"18704","14"
"18705","23"
"18706","8"
"18707","11"
"18708","5"
"18709","11"
"18710","18"
"18711","5"
"18712","6"
"18713","6"
"18714","0"
"18715","6"
"18716","1"
"18717","32"
"18718","2"
"18719","2"
"18720","3"
"18721","12"
"18722","4"
"18723","10"
"18724","0"
"18725","2"
"18726","5"
"18727","16"
"18728","17"
"18729","1"
"18730","17"
"18731","28"
"18732","6"
"18733","2"
"18734","19"
"18735","0"
"18736","6"
"18737","4"
"18738","6"
"18739","2"
"18740","8"
"18741","17"
"18742","0"
"18743","0"
"18744","0"
"18745","16"
"18746","7"
"18747","5"
"18748","1"
"18749","3"
"18750","9"
"18751","2"
"18752","12"
"18753","6"
"18754","1"
"18755","6"
"18756","6"
"18757","34"
"18758","6"
"18759","1"
"18760","10"
"18761","7"
"18762","6"
"18763","4"
"18764","9"
"18765","4"
"18766","10"
"18767","0"
"18768","13"
"18769","2"
"18770","1"
"18771","13"
"18772","29"
"18773","2"
"18774","17"
"18775","10"
"18776","0"
"18777","2"
"18778","1"
"18779","2"
"18780","4"
"18781","1"
"18782","11"
"18783","7"
"18784","6"
"18785","11"
"18786","17"
"18787","3"
"18788","3"
"18789","26"
"18790","1"
"18791","2"
"18792","6"
"18793","7"
"18794","1"
"18795","5"
"18796","21"
"18797","2"
"18798","9"
"18799","18"
"18800","6"
"18801","27"
"18802","36"
"18803","3"
"18804","16"
"18805","8"
"18806","24"
"18807","13"
"18808","5"
"18809","17"
"18810","3"
"18811","6"
"18812","5"
"18813","1"
"18814","3"
"18815","1"
"18816","9"
"18817","0"
"18818","24"
"18819","2"
"18820","0"
"18821","2"
"18822","11"
"18823","0"
"18824","11"
"18825","7"
"18826","29"
"18827","1"
"18828","4"
"18829","8"
"18830","0"
"18831","18"
"18832","3"
"18833","5"
"18834","2"
"18835","7"
"18836","14"
"18837","0"
"18838","2"
"18839","11"
"18840","3"
"18841","3"
"18842","0"
"18843","6"
"18844","4"
"18845","29"
"18846","0"
"18847","34"
"18848","25"
"18849","3"
"18850","5"
"18851","7"
"18852","1"
"18853","20"
"18854","0"
"18855","3"
"18856","28"
"18857","3"
"18858","7"
"18859","5"
"18860","20"
"18861","7"
"18862","1"
"18863","0"
"18864","37"
"18865","6"
"18866","1"
"18867","1"
"18868","23"
"18869","5"
"18870","2"
"18871","5"
"18872","17"
"18873","0"
"18874","2"
"18875","2"
"18876","29"
"18877","15"
"18878","3"
"18879","19"
"18880","1"
"18881","22"
"18882","7"
"18883","21"
"18884","2"
"18885","1"
"18886","0"
"18887","4"
"18888","0"
"18889","29"
"18890","6"
"18891","0"
"18892","1"
"18893","5"
"18894","2"
"18895","1"
"18896","8"
"18897","2"
"18898","4"
"18899","2"
"18900","0"
"18901","5"
"18902","10"
"18903","0"
"18904","9"
"18905","1"
"18906","24"
"18907","2"
"18908","5"
"18909","6"
"18910","0"
"18911","3"
"18912","15"
"18913","14"
"18914","14"
"18915","4"
"18916","11"
"18917","0"
"18918","10"
"18919","2"
"18920","9"
"18921","0"
"18922","22"
"18923","3"
"18924","20"
"18925","2"
"18926","1"
"18927","9"
"18928","0"
"18929","8"
"18930","19"
"18931","1"
"18932","0"
"18933","7"
"18934","7"
"18935","2"
"18936","0"
"18937","0"
"18938","0"
"18939","0"
"18940","1"
"18941","9"
"18942","26"
"18943","2"
"18944","34"
"18945","0"
"18946","2"
"18947","10"
"18948","14"
"18949","9"
"18950","13"
"18951","21"
"18952","9"
"18953","20"
"18954","20"
"18955","26"
"18956","2"
"18957","1"
"18958","20"
"18959","17"
"18960","7"
"18961","7"
"18962","0"
"18963","3"
"18964","0"
"18965","16"
"18966","2"
"18967","4"
"18968","3"
"18969","7"
"18970","1"
"18971","32"
"18972","11"
"18973","11"
"18974","1"
"18975","6"
"18976","4"
"18977","11"
"18978","5"
"18979","1"
"18980","5"
"18981","6"
"18982","1"
"18983","2"
"18984","8"
"18985","21"
"18986","1"
"18987","5"
"18988","8"
"18989","25"
"18990","2"
"18991","4"
"18992","2"
"18993","1"
"18994","4"
"18995","6"
"18996","3"
"18997","9"
"18998","20"
"18999","16"
"19000","0"
"19001","11"
"19002","4"
"19003","0"
"19004","0"
"19005","4"
"19006","17"
"19007","1"
"19008","15"
"19009","19"
"19010","0"
"19011","8"
"19012","8"
"19013","5"
"19014","1"
"19015","2"
"19016","0"
"19017","7"
"19018","3"
"19019","7"
"19020","22"
"19021","13"
"19022","22"
"19023","5"
"19024","21"
"19025","10"
"19026","6"
"19027","25"
"19028","10"
"19029","0"
"19030","26"
"19031","10"
"19032","0"
"19033","7"
"19034","1"
"19035","1"
"19036","0"
"19037","11"
"19038","0"
"19039","0"
"19040","3"
"19041","4"
"19042","5"
"19043","6"
"19044","1"
"19045","4"
"19046","8"
"19047","3"
"19048","10"
"19049","2"
"19050","0"
"19051","1"
"19052","5"
"19053","21"
"19054","20"
"19055","12"
"19056","4"
"19057","5"
"19058","7"
"19059","0"
"19060","10"
"19061","4"
"19062","17"
"19063","1"
"19064","7"
"19065","6"
"19066","6"
"19067","2"
"19068","0"
"19069","0"
"19070","0"
"19071","18"
"19072","10"
"19073","19"
"19074","9"
"19075","5"
"19076","1"
"19077","17"
"19078","10"
"19079","9"
"19080","3"
"19081","8"
"19082","8"
"19083","8"
"19084","2"
"19085","6"
"19086","7"
"19087","9"
"19088","19"
"19089","5"
"19090","5"
"19091","21"
"19092","1"
"19093","0"
"19094","10"
"19095","1"
"19096","11"
"19097","11"
"19098","19"
"19099","8"
"19100","15"
"19101","4"
"19102","0"
"19103","4"
"19104","5"
"19105","3"
"19106","7"
"19107","4"
"19108","5"
"19109","0"
"19110","3"
"19111","11"
"19112","2"
"19113","3"
"19114","28"
"19115","2"
"19116","8"
"19117","4"
"19118","0"
"19119","12"
"19120","2"
"19121","26"
"19122","8"
"19123","6"
"19124","1"
"19125","16"
"19126","10"
"19127","8"
"19128","4"
"19129","8"
"19130","1"
"19131","4"
"19132","12"
"19133","5"
"19134","2"
"19135","5"
"19136","4"
"19137","1"
"19138","10"
"19139","0"
"19140","0"
"19141","3"
"19142","1"
"19143","31"
"19144","5"
"19145","5"
"19146","2"
"19147","2"
"19148","4"
"19149","14"
"19150","19"
"19151","2"
"19152","5"
"19153","7"
"19154","0"
"19155","3"
"19156","17"
"19157","11"
"19158","6"
"19159","5"
"19160","2"
"19161","1"
"19162","0"
"19163","21"
"19164","1"
"19165","1"
"19166","0"
"19167","0"
"19168","6"
"19169","2"
"19170","2"
"19171","1"
"19172","2"
"19173","29"
"19174","4"
